Problem,Observations,Goals,Real Goal
blocks-world/30/block-words_p02_hyp-1_30_1,3,20,2
blocks-world/30/block-words_p02_hyp-1_30_2,4,20,1
blocks-world/30/block-words_p02_hyp-2_30_0,3,20,2
blocks-world/30/block-words_p02_hyp-2_30_1,3,20,2
blocks-world/30/block-words_p02_hyp-2_30_2,3,20,2
blocks-world/30/block-words_p02_hyp-3_30_0,3,20,3
blocks-world/30/block-words_p02_hyp-3_30_1,3,20,3
blocks-world/30/block-words_p02_hyp-3_30_2,3,20,3
blocks-world/30/block-words_p02_hyp-4_30_0,3,20,5
blocks-world/30/block-words_p02_hyp-4_30_1,4,20,4
blocks-world/30/block-words_p02_hyp-4_30_2,3,20,5
blocks-world/30/block-words_p02_hyp-5_30_0,3,20,5
blocks-world/30/block-words_p02_hyp-5_30_1,3,20,5
blocks-world/30/block-words_p02_hyp-5_30_2,3,20,5
blocks-world/30/block-words_p02_hyp-6_30_0,3,20,6
blocks-world/30/block-words_p02_hyp-6_30_1,3,20,6
blocks-world/30/block-words_p02_hyp-6_30_2,3,20,6
blocks-world/30/block-words_p02_hyp-7_30_0,2,20,7
blocks-world/30/block-words_p02_hyp-7_30_1,2,20,7
blocks-world/30/block-words_p02_hyp-7_30_2,3,20,6
blocks-world/30/block-words_p02_hyp-8_30_0,2,20,8
blocks-world/30/block-words_p02_hyp-8_30_1,2,20,8
blocks-world/30/block-words_p02_hyp-8_30_2,2,20,8
blocks-world/30/block-words_p02_hyp-9_30_0,3,20,9
blocks-world/30/block-words_p02_hyp-9_30_1,2,20,8
blocks-world/30/block-words_p02_hyp-9_30_2,3,20,9
blocks-world/30/block-words_p03_hyp-0_30_0,5,20,0
blocks-world/30/block-words_p03_hyp-0_30_1,5,20,0
blocks-world/30/block-words_p03_hyp-0_30_2,5,20,0
blocks-world/30/block-words_p03_hyp-10_30_0,3,20,10
blocks-world/30/block-words_p03_hyp-10_30_1,3,20,10
blocks-world/30/block-words_p03_hyp-10_30_2,3,20,14
blocks-world/30/block-words_p03_hyp-11_30_0,3,20,11
blocks-world/30/block-words_p03_hyp-11_30_1,3,20,9
blocks-world/30/block-words_p03_hyp-11_30_2,3,20,11
blocks-world/30/block-words_p03_hyp-12_30_0,3,20,12
blocks-world/30/block-words_p03_hyp-12_30_1,3,20,12
blocks-world/30/block-words_p03_hyp-12_30_2,3,20,14
blocks-world/30/block-words_p03_hyp-13_30_0,4,20,13
blocks-world/30/block-words_p03_hyp-13_30_1,3,20,14
blocks-world/30/block-words_p03_hyp-13_30_2,4,20,13
blocks-world/30/block-words_p03_hyp-14_30_0,3,20,14
blocks-world/30/block-words_p03_hyp-14_30_1,3,20,14
blocks-world/30/block-words_p03_hyp-14_30_2,3,20,14
blocks-world/30/block-words_p03_hyp-15_30_0,2,20,15
blocks-world/30/block-words_p03_hyp-15_30_1,3,20,17
blocks-world/30/block-words_p03_hyp-15_30_2,3,20,14
blocks-world/30/block-words_p03_hyp-16_30_0,2,20,16
blocks-world/30/block-words_p03_hyp-16_30_1,3,20,17
blocks-world/30/block-words_p03_hyp-16_30_2,2,20,16
blocks-world/30/block-words_p03_hyp-17_30_0,3,20,17
blocks-world/30/block-words_p03_hyp-17_30_1,3,20,17
blocks-world/30/block-words_p03_hyp-17_30_2,3,20,17
blocks-world/30/block-words_p03_hyp-18_30_0,3,20,18
blocks-world/30/block-words_p03_hyp-18_30_1,3,20,18
blocks-world/30/block-words_p03_hyp-18_30_2,3,20,18
blocks-world/30/block-words_p03_hyp-19_30_0,5,20,7
blocks-world/30/block-words_p03_hyp-19_30_1,3,20,17
blocks-world/30/block-words_p03_hyp-19_30_2,5,20,7
blocks-world/30/block-words_p03_hyp-1_30_0,4,20,1
blocks-world/30/block-words_p03_hyp-1_30_1,3,20,8
blocks-world/30/block-words_p03_hyp-1_30_2,4,20,1
blocks-world/30/block-words_p03_hyp-2_30_0,2,20,2
blocks-world/30/block-words_p03_hyp-2_30_1,2,20,2
blocks-world/30/block-words_p03_hyp-2_30_2,3,20,3
blocks-world/30/block-words_p03_hyp-3_30_0,3,20,3
blocks-world/30/block-words_p03_hyp-3_30_1,3,20,3
blocks-world/30/block-words_p03_hyp-3_30_2,3,20,3
blocks-world/30/block-words_p03_hyp-4_30_0,2,20,4
blocks-world/30/block-words_p03_hyp-4_30_1,3,20,8
blocks-world/30/block-words_p03_hyp-4_30_2,2,20,4
blocks-world/30/block-words_p03_hyp-5_30_0,3,20,5
blocks-world/30/block-words_p03_hyp-5_30_1,3,20,5
blocks-world/30/block-words_p03_hyp-5_30_2,3,20,8
blocks-world/30/block-words_p03_hyp-6_30_0,3,20,6
blocks-world/30/block-words_p03_hyp-6_30_1,3,20,6
blocks-world/30/block-words_p03_hyp-6_30_2,3,20,9
blocks-world/30/block-words_p03_hyp-7_30_0,5,20,7
blocks-world/30/block-words_p03_hyp-7_30_1,3,20,9
blocks-world/30/block-words_p03_hyp-7_30_2,5,20,7
blocks-world/30/block-words_p03_hyp-8_30_0,3,20,8
blocks-world/30/block-words_p03_hyp-8_30_1,3,20,8
blocks-world/30/block-words_p03_hyp-8_30_2,3,20,9
blocks-world/30/block-words_p03_hyp-9_30_0,3,20,9
blocks-world/30/block-words_p03_hyp-9_30_1,3,20,9
blocks-world/30/block-words_p03_hyp-9_30_2,3,20,9
blocks-world/30/block-words_p04_hyp-1_30_1,10,20,0
blocks-world/30/block-words_p04_hyp-1_30_2,10,20,0
blocks-world/30/block-words_p04_hyp-1_30_3,10,20,0
blocks-world/30/block-words_p04_hyp-2_30_1,9,20,1
blocks-world/30/block-words_p04_hyp-2_30_2,9,20,1
blocks-world/30/block-words_p04_hyp-2_30_3,9,20,1
blocks-world/30/block-words_p04_hyp-3_30_1,12,20,2
blocks-world/30/block-words_p04_hyp-3_30_2,12,20,2
blocks-world/30/block-words_p04_hyp-3_30_3,12,20,2
blocks-world/30/block-words_p04_hyp-4_30_1,11,20,3
blocks-world/30/block-words_p04_hyp-4_30_2,11,20,3
blocks-world/30/block-words_p04_hyp-4_30_3,11,20,3
blocks-world/30/block-words_p05_hyp-1_30_1,10,20,0
blocks-world/30/block-words_p05_hyp-1_30_2,10,20,0
blocks-world/30/block-words_p05_hyp-1_30_3,10,20,0
blocks-world/30/block-words_p05_hyp-2_30_1,10,20,1
blocks-world/30/block-words_p05_hyp-2_30_2,10,20,1
blocks-world/30/block-words_p05_hyp-2_30_3,10,20,1
blocks-world/30/block-words_p05_hyp-3_30_1,14,20,2
blocks-world/30/block-words_p05_hyp-3_30_2,14,20,2
blocks-world/30/block-words_p05_hyp-3_30_3,14,20,2
blocks-world/30/block-words_p05_hyp-4_30_1,12,20,3
blocks-world/30/block-words_p05_hyp-4_30_2,12,20,3
blocks-world/30/block-words_p05_hyp-4_30_3,12,20,3
blocks-world/30/block-words_p06_hyp-1_30_1,11,20,0
blocks-world/30/block-words_p06_hyp-1_30_2,11,20,0
blocks-world/30/block-words_p06_hyp-1_30_3,11,20,0
blocks-world/30/block-words_p06_hyp-2_30_1,11,20,5
blocks-world/30/block-words_p06_hyp-2_30_2,11,20,5
blocks-world/30/block-words_p06_hyp-2_30_3,11,20,5
blocks-world/30/block-words_p06_hyp-3_30_1,14,20,10
blocks-world/30/block-words_p06_hyp-3_30_2,14,20,10
blocks-world/30/block-words_p06_hyp-3_30_3,14,20,10
blocks-world/30/block-words_p06_hyp-4_30_1,14,20,14
blocks-world/30/block-words_p06_hyp-4_30_2,14,20,14
blocks-world/30/block-words_p06_hyp-4_30_3,14,20,14
blocks-world/30/block-words_p07_hyp-1_30_1,20,20,0
blocks-world/30/block-words_p07_hyp-1_30_2,20,20,0
blocks-world/30/block-words_p07_hyp-1_30_3,20,20,0
blocks-world/30/block-words_p07_hyp-2_30_1,20,20,2
blocks-world/30/block-words_p07_hyp-2_30_2,20,20,2
blocks-world/30/block-words_p07_hyp-2_30_3,20,20,2
blocks-world/30/block-words_p07_hyp-3_30_1,18,20,10
blocks-world/30/block-words_p07_hyp-3_30_2,18,20,10
blocks-world/30/block-words_p07_hyp-3_30_3,18,20,10
blocks-world/30/block-words_p07_hyp-4_30_1,18,20,8
blocks-world/30/block-words_p07_hyp-4_30_2,18,20,8
blocks-world/30/block-words_p07_hyp-4_30_3,18,20,8
blocks-world/50/block-words-aaai_p01_hyp-0_50_0,4,21,9
blocks-world/50/block-words-aaai_p01_hyp-1_50_0,4,21,10
blocks-world/50/block-words-aaai_p01_hyp-2_50_0,5,21,11
blocks-world/50/block-words-aaai_p01_hyp-3_50_0,3,21,12
blocks-world/50/block-words-aaai_p01_hyp-4_50_0,5,21,13
blocks-world/50/block-words-aaai_p02_hyp-0_50_0,2,20,8
blocks-world/50/block-words-aaai_p02_hyp-1_50_0,5,20,9
blocks-world/50/block-words-aaai_p02_hyp-2_50_0,5,20,10
blocks-world/50/block-words-aaai_p02_hyp-3_50_0,6,20,11
blocks-world/50/block-words-aaai_p02_hyp-4_50_0,4,20,12
blocks-world/50/block-words-aaai_p03_hyp-0_50_0,4,20,8
blocks-world/50/block-words-aaai_p03_hyp-1_50_0,4,20,9
blocks-world/50/block-words-aaai_p03_hyp-2_50_0,5,20,10
blocks-world/50/block-words-aaai_p03_hyp-3_50_0,4,20,11
blocks-world/50/block-words-aaai_p03_hyp-4_50_0,4,20,12
blocks-world/50/block-words_p01_hyp-0_50_0,4,21,0
blocks-world/50/block-words_p01_hyp-0_50_1,4,21,0
blocks-world/50/block-words_p01_hyp-0_50_2,4,21,0
blocks-world/50/block-words_p01_hyp-10_50_0,4,21,10
blocks-world/50/block-words_p01_hyp-10_50_1,4,21,10
blocks-world/50/block-words_p01_hyp-10_50_2,4,21,10
blocks-world/50/block-words_p01_hyp-11_50_0,5,21,11
blocks-world/50/block-words_p01_hyp-11_50_1,5,21,11
blocks-world/50/block-words_p01_hyp-11_50_2,5,21,11
blocks-world/50/block-words_p01_hyp-12_50_0,3,21,12
blocks-world/50/block-words_p01_hyp-12_50_1,3,21,12
blocks-world/50/block-words_p01_hyp-12_50_2,3,21,12
blocks-world/50/block-words_p01_hyp-13_50_0,5,21,13
blocks-world/50/block-words_p01_hyp-13_50_1,5,21,13
blocks-world/50/block-words_p01_hyp-13_50_2,5,21,13
blocks-world/50/block-words_p01_hyp-14_50_0,5,21,14
blocks-world/50/block-words_p01_hyp-14_50_1,5,21,14
blocks-world/50/block-words_p01_hyp-14_50_2,5,21,14
blocks-world/50/block-words_p01_hyp-15_50_0,7,21,15
blocks-world/50/block-words_p01_hyp-15_50_1,7,21,15
blocks-world/50/block-words_p01_hyp-15_50_2,7,21,15
blocks-world/50/block-words_p01_hyp-16_50_0,5,21,16
blocks-world/50/block-words_p01_hyp-16_50_1,5,21,16
blocks-world/50/block-words_p01_hyp-16_50_2,5,21,16
blocks-world/50/block-words_p01_hyp-17_50_0,3,21,17
blocks-world/50/block-words_p01_hyp-17_50_1,3,21,17
blocks-world/50/block-words_p01_hyp-17_50_2,3,21,17
blocks-world/50/block-words_p01_hyp-18_50_0,3,21,18
blocks-world/50/block-words_p01_hyp-18_50_1,3,21,18
blocks-world/50/block-words_p01_hyp-18_50_2,3,21,18
blocks-world/50/block-words_p01_hyp-19_50_0,4,21,19
blocks-world/50/block-words_p01_hyp-19_50_1,4,21,19
blocks-world/50/block-words_p01_hyp-19_50_2,4,21,19
blocks-world/50/block-words_p01_hyp-1_50_0,4,21,1
blocks-world/50/block-words_p01_hyp-1_50_1,4,21,1
blocks-world/50/block-words_p01_hyp-1_50_2,4,21,1
blocks-world/50/block-words_p01_hyp-20_50_0,5,21,20
blocks-world/50/block-words_p01_hyp-20_50_1,5,21,20
blocks-world/50/block-words_p01_hyp-20_50_2,5,21,20
blocks-world/50/block-words_p01_hyp-2_50_0,3,21,2
blocks-world/50/block-words_p01_hyp-2_50_1,3,21,2
blocks-world/50/block-words_p01_hyp-2_50_2,3,21,2
blocks-world/50/block-words_p01_hyp-3_50_0,3,21,3
blocks-world/50/block-words_p01_hyp-3_50_1,3,21,3
blocks-world/50/block-words_p01_hyp-3_50_2,3,21,3
blocks-world/50/block-words_p01_hyp-4_50_0,5,21,4
blocks-world/50/block-words_p01_hyp-4_50_1,5,21,4
blocks-world/50/block-words_p01_hyp-4_50_2,5,21,4
blocks-world/50/block-words_p01_hyp-5_50_0,2,21,5
blocks-world/50/block-words_p01_hyp-5_50_1,2,21,5
blocks-world/50/block-words_p01_hyp-5_50_2,2,21,5
blocks-world/50/block-words_p01_hyp-6_50_0,5,21,6
blocks-world/50/block-words_p01_hyp-6_50_1,5,21,6
blocks-world/50/block-words_p01_hyp-6_50_2,5,21,6
blocks-world/50/block-words_p01_hyp-7_50_0,4,21,7
blocks-world/50/block-words_p01_hyp-7_50_1,4,21,7
blocks-world/50/block-words_p01_hyp-7_50_2,4,21,7
blocks-world/50/block-words_p01_hyp-8_50_0,5,21,8
blocks-world/50/block-words_p01_hyp-8_50_1,5,21,8
blocks-world/50/block-words_p01_hyp-8_50_2,5,21,8
blocks-world/50/block-words_p01_hyp-9_50_0,4,21,9
blocks-world/50/block-words_p01_hyp-9_50_1,4,21,9
blocks-world/50/block-words_p01_hyp-9_50_2,4,21,9
blocks-world/50/block-words_p02_hyp-0_50_0,4,20,0
blocks-world/50/block-words_p02_hyp-0_50_1,4,20,0
blocks-world/50/block-words_p02_hyp-0_50_2,4,20,0
blocks-world/50/block-words_p02_hyp-10_50_0,5,20,10
blocks-world/50/block-words_p02_hyp-10_50_1,5,20,10
blocks-world/50/block-words_p02_hyp-10_50_2,5,20,10
blocks-world/50/block-words_p02_hyp-11_50_0,6,20,11
blocks-world/50/block-words_p02_hyp-11_50_1,6,20,11
blocks-world/50/block-words_p02_hyp-11_50_2,6,20,11
blocks-world/50/block-words_p02_hyp-12_50_0,4,20,12
blocks-world/50/block-words_p02_hyp-12_50_1,4,20,12
blocks-world/50/block-words_p02_hyp-12_50_2,4,20,12
blocks-world/50/block-words_p02_hyp-13_50_0,3,20,13
blocks-world/50/block-words_p02_hyp-13_50_1,3,20,13
blocks-world/50/block-words_p02_hyp-13_50_2,3,20,13
blocks-world/50/block-words_p02_hyp-14_50_0,3,20,14
blocks-world/50/block-words_p02_hyp-14_50_1,3,20,14
blocks-world/50/block-words_p02_hyp-14_50_2,3,20,14
blocks-world/50/block-words_p02_hyp-15_50_0,3,20,15
blocks-world/50/block-words_p02_hyp-15_50_1,3,20,15
blocks-world/50/block-words_p02_hyp-15_50_2,3,20,15
blocks-world/50/block-words_p02_hyp-16_50_0,3,20,16
blocks-world/50/block-words_p02_hyp-16_50_1,3,20,16
blocks-world/50/block-words_p02_hyp-16_50_2,3,20,16
blocks-world/50/block-words_p02_hyp-17_50_0,4,20,17
blocks-world/50/block-words_p02_hyp-17_50_1,4,20,17
blocks-world/50/block-words_p02_hyp-17_50_2,4,20,17
blocks-world/50/block-words_p02_hyp-18_50_0,4,20,18
blocks-world/50/block-words_p02_hyp-18_50_1,4,20,18
blocks-world/50/block-words_p02_hyp-18_50_2,4,20,18
blocks-world/50/block-words_p02_hyp-19_50_0,3,20,19
blocks-world/50/block-words_p02_hyp-19_50_1,3,20,19
blocks-world/50/block-words_p02_hyp-19_50_2,3,20,19
blocks-world/50/block-words_p02_hyp-1_50_0,6,20,1
blocks-world/50/block-words_p02_hyp-1_50_1,6,20,1
blocks-world/50/block-words_p02_hyp-1_50_2,6,20,1
blocks-world/50/block-words_p02_hyp-2_50_0,5,20,2
blocks-world/50/block-words_p02_hyp-2_50_1,5,20,2
blocks-world/50/block-words_p02_hyp-2_50_2,5,20,2
blocks-world/50/block-words_p02_hyp-3_50_0,4,20,3
blocks-world/50/block-words_p02_hyp-3_50_1,4,20,3
blocks-world/50/block-words_p02_hyp-3_50_2,4,20,3
blocks-world/50/block-words_p02_hyp-4_50_0,6,20,4
blocks-world/50/block-words_p02_hyp-4_50_1,6,20,4
blocks-world/50/block-words_p02_hyp-4_50_2,6,20,4
blocks-world/50/block-words_p02_hyp-5_50_0,5,20,5
blocks-world/50/block-words_p02_hyp-5_50_1,5,20,5
blocks-world/50/block-words_p02_hyp-5_50_2,5,20,5
blocks-world/50/block-words_p02_hyp-6_50_0,5,20,6
blocks-world/50/block-words_p02_hyp-6_50_1,5,20,6
blocks-world/50/block-words_p02_hyp-6_50_2,5,20,6
blocks-world/50/block-words_p02_hyp-7_50_0,2,20,7
blocks-world/50/block-words_p02_hyp-7_50_1,2,20,7
blocks-world/50/block-words_p02_hyp-7_50_2,2,20,7
blocks-world/50/block-words_p02_hyp-8_50_0,2,20,8
blocks-world/50/block-words_p02_hyp-8_50_1,2,20,8
blocks-world/50/block-words_p02_hyp-8_50_2,2,20,8
blocks-world/50/block-words_p02_hyp-9_50_0,5,20,9
blocks-world/50/block-words_p02_hyp-9_50_1,5,20,9
blocks-world/50/block-words_p02_hyp-9_50_2,5,20,9
blocks-world/50/block-words_p03_hyp-0_50_0,7,20,0
blocks-world/50/block-words_p03_hyp-0_50_1,7,20,0
blocks-world/50/block-words_p03_hyp-0_50_2,7,20,0
blocks-world/50/block-words_p03_hyp-10_50_0,5,20,10
blocks-world/50/block-words_p03_hyp-10_50_1,5,20,10
blocks-world/50/block-words_p03_hyp-10_50_2,4,20,11
blocks-world/50/block-words_p03_hyp-11_50_0,4,20,11
blocks-world/50/block-words_p03_hyp-11_50_1,4,20,11
blocks-world/50/block-words_p03_hyp-11_50_2,4,20,11
blocks-world/50/block-words_p03_hyp-12_50_0,4,20,12
blocks-world/50/block-words_p03_hyp-12_50_1,4,20,12
blocks-world/50/block-words_p03_hyp-12_50_2,6,20,13
blocks-world/50/block-words_p03_hyp-13_50_0,6,20,13
blocks-world/50/block-words_p03_hyp-13_50_1,6,20,13
blocks-world/50/block-words_p03_hyp-13_50_2,6,20,13
blocks-world/50/block-words_p03_hyp-14_50_0,4,20,14
blocks-world/50/block-words_p03_hyp-14_50_1,4,20,14
blocks-world/50/block-words_p03_hyp-14_50_2,4,20,14
blocks-world/50/block-words_p03_hyp-15_50_0,3,20,15
blocks-world/50/block-words_p03_hyp-15_50_1,4,20,17
blocks-world/50/block-words_p03_hyp-15_50_2,3,20,15
blocks-world/50/block-words_p03_hyp-16_50_0,3,20,16
blocks-world/50/block-words_p03_hyp-16_50_1,3,20,16
blocks-world/50/block-words_p03_hyp-16_50_2,4,20,17
blocks-world/50/block-words_p03_hyp-17_50_0,4,20,17
blocks-world/50/block-words_p03_hyp-17_50_1,4,20,17
blocks-world/50/block-words_p03_hyp-17_50_2,4,20,17
blocks-world/50/block-words_p03_hyp-18_50_0,5,20,18
blocks-world/50/block-words_p03_hyp-18_50_1,5,20,18
blocks-world/50/block-words_p03_hyp-18_50_2,5,20,18
blocks-world/50/block-words_p03_hyp-19_50_0,7,20,7
blocks-world/50/block-words_p03_hyp-19_50_1,7,20,7
blocks-world/50/block-words_p03_hyp-19_50_2,7,20,7
blocks-world/50/block-words_p03_hyp-1_50_0,6,20,1
blocks-world/50/block-words_p03_hyp-1_50_1,6,20,1
blocks-world/50/block-words_p03_hyp-1_50_2,6,20,1
blocks-world/50/block-words_p03_hyp-2_50_0,3,20,2
blocks-world/50/block-words_p03_hyp-2_50_1,3,20,2
blocks-world/50/block-words_p03_hyp-2_50_2,3,20,2
blocks-world/50/block-words_p03_hyp-3_50_0,4,20,3
blocks-world/50/block-words_p03_hyp-3_50_1,4,20,3
blocks-world/50/block-words_p03_hyp-3_50_2,4,20,3
blocks-world/50/block-words_p03_hyp-4_50_0,3,20,4
blocks-world/50/block-words_p03_hyp-4_50_1,3,20,4
blocks-world/50/block-words_p03_hyp-4_50_2,3,20,4
blocks-world/50/block-words_p03_hyp-5_50_0,4,20,5
blocks-world/50/block-words_p03_hyp-5_50_1,4,20,5
blocks-world/50/block-words_p03_hyp-5_50_2,4,20,5
blocks-world/50/block-words_p03_hyp-6_50_0,4,20,6
blocks-world/50/block-words_p03_hyp-6_50_1,4,20,6
blocks-world/50/block-words_p03_hyp-6_50_2,4,20,5
blocks-world/50/block-words_p03_hyp-7_50_0,7,20,7
blocks-world/50/block-words_p03_hyp-7_50_1,4,20,9
blocks-world/50/block-words_p03_hyp-7_50_2,4,20,8
blocks-world/50/block-words_p03_hyp-8_50_0,4,20,8
blocks-world/50/block-words_p03_hyp-8_50_1,4,20,8
blocks-world/50/block-words_p03_hyp-8_50_2,4,20,8
blocks-world/50/block-words_p03_hyp-9_50_0,4,20,9
blocks-world/50/block-words_p03_hyp-9_50_1,4,20,9
blocks-world/50/block-words_p03_hyp-9_50_2,4,20,9
blocks-world/50/block-words_p04_hyp-1_50_1,16,20,0
blocks-world/50/block-words_p04_hyp-1_50_2,16,20,0
blocks-world/50/block-words_p04_hyp-1_50_3,16,20,0
blocks-world/50/block-words_p04_hyp-2_50_1,15,20,1
blocks-world/50/block-words_p04_hyp-2_50_2,15,20,1
blocks-world/50/block-words_p04_hyp-2_50_3,15,20,1
blocks-world/50/block-words_p04_hyp-3_50_1,20,20,2
blocks-world/50/block-words_p04_hyp-3_50_2,20,20,2
blocks-world/50/block-words_p04_hyp-3_50_3,20,20,2
blocks-world/50/block-words_p04_hyp-4_50_1,18,20,3
blocks-world/50/block-words_p04_hyp-4_50_2,18,20,3
blocks-world/50/block-words_p04_hyp-4_50_3,18,20,3
blocks-world/50/block-words_p05_hyp-1_50_1,16,20,0
blocks-world/50/block-words_p05_hyp-1_50_2,16,20,0
blocks-world/50/block-words_p05_hyp-1_50_3,16,20,0
blocks-world/50/block-words_p05_hyp-2_50_1,16,20,1
blocks-world/50/block-words_p05_hyp-2_50_2,16,20,1
blocks-world/50/block-words_p05_hyp-2_50_3,16,20,1
blocks-world/50/block-words_p05_hyp-3_50_1,23,20,2
blocks-world/50/block-words_p05_hyp-3_50_2,23,20,2
blocks-world/50/block-words_p05_hyp-3_50_3,23,20,2
blocks-world/50/block-words_p05_hyp-4_50_1,20,20,3
blocks-world/50/block-words_p05_hyp-4_50_2,20,20,3
blocks-world/50/block-words_p05_hyp-4_50_3,20,20,3
blocks-world/50/block-words_p06_hyp-1_50_1,18,20,0
blocks-world/50/block-words_p06_hyp-1_50_2,18,20,0
blocks-world/50/block-words_p06_hyp-1_50_3,18,20,0
blocks-world/50/block-words_p06_hyp-2_50_1,18,20,5
blocks-world/50/block-words_p06_hyp-2_50_2,18,20,5
blocks-world/50/block-words_p06_hyp-2_50_3,18,20,5
blocks-world/50/block-words_p06_hyp-3_50_1,22,20,10
blocks-world/50/block-words_p06_hyp-3_50_2,22,20,10
blocks-world/50/block-words_p06_hyp-3_50_3,22,20,10
blocks-world/50/block-words_p06_hyp-4_50_1,22,20,14
blocks-world/50/block-words_p06_hyp-4_50_2,22,20,14
blocks-world/50/block-words_p06_hyp-4_50_3,22,20,14
blocks-world/50/block-words_p07_hyp-1_50_1,32,20,0
blocks-world/50/block-words_p07_hyp-1_50_2,32,20,0
blocks-world/50/block-words_p07_hyp-1_50_3,32,20,0
blocks-world/50/block-words_p07_hyp-2_50_1,32,20,2
blocks-world/50/block-words_p07_hyp-2_50_2,32,20,2
blocks-world/50/block-words_p07_hyp-2_50_3,32,20,2
blocks-world/50/block-words_p07_hyp-3_50_1,30,20,10
blocks-world/50/block-words_p07_hyp-3_50_2,30,20,10
blocks-world/50/block-words_p07_hyp-3_50_3,30,20,10
blocks-world/50/block-words_p07_hyp-4_50_1,29,20,8
blocks-world/50/block-words_p07_hyp-4_50_2,29,20,8
blocks-world/50/block-words_p07_hyp-4_50_3,29,20,8
blocks-world/70/block-words-aaai_p01_hyp-0_70_0,7,21,13
blocks-world/70/block-words-aaai_p01_hyp-1_70_0,7,21,14
blocks-world/70/block-words-aaai_p01_hyp-2_70_0,10,21,15
blocks-world/70/block-words-aaai_p01_hyp-3_70_0,7,21,16
blocks-world/70/block-words-aaai_p01_hyp-4_70_0,5,21,17
blocks-world/70/block-words-aaai_p02_hyp-0_70_0,6,20,12
blocks-world/70/block-words-aaai_p02_hyp-1_70_0,5,20,13
blocks-world/70/block-words-aaai_p02_hyp-2_70_0,5,20,14
blocks-world/70/block-words-aaai_p02_hyp-3_70_0,5,20,15
blocks-world/70/block-words-aaai_p02_hyp-4_70_0,5,20,16
blocks-world/70/block-words-aaai_p03_hyp-0_70_0,6,20,12
blocks-world/70/block-words-aaai_p03_hyp-1_70_0,9,20,13
blocks-world/70/block-words-aaai_p03_hyp-2_70_0,6,20,14
blocks-world/70/block-words-aaai_p03_hyp-3_70_0,5,20,15
blocks-world/70/block-words-aaai_p03_hyp-4_70_0,5,20,16
blocks-world/70/block-words_p01_hyp-0_70_0,6,21,0
blocks-world/70/block-words_p01_hyp-0_70_1,6,21,0
blocks-world/70/block-words_p01_hyp-0_70_2,6,21,0
blocks-world/70/block-words_p01_hyp-10_70_0,6,21,10
blocks-world/70/block-words_p01_hyp-10_70_1,6,21,10
blocks-world/70/block-words_p01_hyp-10_70_2,6,21,10
blocks-world/70/block-words_p01_hyp-11_70_0,7,21,11
blocks-world/70/block-words_p01_hyp-11_70_1,7,21,11
blocks-world/70/block-words_p01_hyp-11_70_2,7,21,11
blocks-world/70/block-words_p01_hyp-12_70_0,5,21,12
blocks-world/70/block-words_p01_hyp-12_70_1,5,21,12
blocks-world/70/block-words_p01_hyp-12_70_2,5,21,12
blocks-world/70/block-words_p01_hyp-13_70_0,7,21,13
blocks-world/70/block-words_p01_hyp-13_70_1,7,21,13
blocks-world/70/block-words_p01_hyp-13_70_2,7,21,13
blocks-world/70/block-words_p01_hyp-14_70_0,7,21,14
blocks-world/70/block-words_p01_hyp-14_70_1,7,21,14
blocks-world/70/block-words_p01_hyp-14_70_2,7,21,14
blocks-world/70/block-words_p01_hyp-15_70_0,10,21,15
blocks-world/70/block-words_p01_hyp-15_70_1,10,21,15
blocks-world/70/block-words_p01_hyp-15_70_2,10,21,15
blocks-world/70/block-words_p01_hyp-16_70_0,7,21,16
blocks-world/70/block-words_p01_hyp-16_70_1,7,21,16
blocks-world/70/block-words_p01_hyp-16_70_2,7,21,16
blocks-world/70/block-words_p01_hyp-17_70_0,5,21,17
blocks-world/70/block-words_p01_hyp-17_70_1,5,21,17
blocks-world/70/block-words_p01_hyp-17_70_2,5,21,17
blocks-world/70/block-words_p01_hyp-18_70_0,5,21,18
